ISO3,t,x,y,z,dx,dy,dz
GTM,1981,0.45538721285566347,0.027341982426098293,3.085110826982139,0.000475499896727849,0.00031835864221350235,-0.004496818270335545
GTM,1982,0.4558627127523913,0.027660341068311795,3.0806140087118035,0.001165796965119259,0.0007706561820824548,0.005651638908571677
GTM,1983,0.4570285097175106,0.02843099725039425,3.086265647620375,0.00036527585369455773,0.0005852420699355015,0.007520980826575929
GTM,1984,0.45739378557120514,0.02901623932032975,3.093786628446951,-3.50828024567873e-5,0.00040167062793445077,-0.000899225653152147
GTM,1985,0.45735870276874835,0.029417909948264202,3.092887402793799,-0.0003392874408262858,0.00047032104729284596,-0.14054873016399094
GTM,1986,0.45701941532792206,0.029888230995557048,2.952338672629808,-0.0004476075678855884,0.0006971996512813369,-0.020929740379811435
GTM,1987,0.4565718077600365,0.030585430646838385,2.9314089322499965,-0.00048704851713471387,0.0007912769672987763,0.03194002329643997
GTM,1988,0.45608475924290176,0.03137670761413716,2.9633489555464365,-0.0004613217775735756,0.0008174007980317408,0.018210297766315886
GTM,1989,0.4556234374653282,0.0321941084121689,2.9815592533127524,-0.0007446064195007485,0.0008160088167882829,-0.05332293022463919
GTM,1990,0.45487883104582744,0.033010117228957185,2.928236323088113,-0.0010187216945851119,0.00068881301542318,0.07797411492587614
GTM,1991,0.4538601093512423,0.033698930244380365,3.0062104380139894,-0.0011573771590859816,0.0009113918671991572,0.0337822636744014
GTM,1992,0.45270273219215634,0.03461032211157952,3.0399927016883908,-0.001399017994195062,0.0006982673105684067,0.026584567172617923
GTM,1993,0.4513037141979613,0.03530858942214793,3.0665772688610087,-0.0015172402996941337,0.0007473846210869287,0.04491108239408392
GTM,1994,0.44978647389826715,0.03605597404323486,3.1114883512550926,-0.0008443966915861467,0.00013921373882241211,0.041124607222205345
GTM,1995,0.448942077206681,0.03619518778205727,3.152612958477298,-0.0011589872295090231,0.00014963617356912595,0.017959655625637172
GTM,1996,0.447783089977172,0.036344823955626396,3.170572614102935,-0.001550310035975666,0.00022353717418650831,0.04386397645137974
GTM,1997,0.4462327799411963,0.036568361129812904,3.214436590554315,-0.0019366809403316698,0.00027904648884775896,0.0264123527714637
GTM,1998,0.44429609900086464,0.03684740761866066,3.2408489433257786,-0.0025380138641569183,0.00022830396342311127,-0.03573996108162625
GTM,1999,0.4417580851367077,0.037075711582083774,3.2051089822441523,-0.002355836073125561,0.00020909214847206897,0.012102663474143682
GTM,2000,0.43940224906358216,0.03728480373055584,3.217211645718296,-0.0019660726664272876,0.00019128328439536185,-0.030343805780942645
GTM,2001,0.4374361763971549,0.037476087014951205,3.1868678399373533,-0.002473063737019443,0.00010157412898002816,0.03567570467388981
GTM,2002,0.43496311266013543,0.03757766114393123,3.222543544611243,-0.003299577782234886,6.717988162698724e-5,0.013627540722293663
GTM,2003,0.43166353487790055,0.03764484102555822,3.236171085333537,-0.00400836985875902,5.4588389934162596e-5,0.02886190772808206
GTM,2004,0.4276551650191415,0.03769942941549238,3.265032993061619,-0.004543806520550142,6.289831398940265e-5,0.04597156543750547
GTM,2005,0.4231113584985914,0.037762327729481786,3.3110045584991243,-0.004867757077087587,9.809429244201501e-5,0.03634955705300724
GTM,2006,0.4182436014215038,0.0378604220219238,3.3473541155521316,-0.0052007475335698605,0.00013907254496636767,0.04337186884583977
GTM,2007,0.41304285388793394,0.03799949456689017,3.3907259843979713,-0.00546972201300705,0.00021600490052069155,0.050664312802417566
GTM,2008,0.4075731318749269,0.03821549946741086,3.441390297200389,-0.005776503214321993,0.0002770585807230705,-0.02447593324885533
GTM,2009,0.4017966286606049,0.03849255804813393,3.4169143639515336,-0.005936447776961562,0.00032074516671772024,0.031058693618975397
GTM,2010,0.39586018088364333,0.03881330321485165,3.447973057570509,-0.006067906294390357,0.00033790716978687046,0.05294694860859561
GTM,2011,0.389792274589253,0.03915121038463852,3.5009200061791046,-0.005995036424873923,0.00038733952916872316,0.015829433764528833
GTM,2012,0.38379723816437905,0.039538549913807244,3.5167494399436334,-0.005838393137839848,0.0004533947138414332,0.020333842462350926
GTM,2013,0.3779588450265392,0.03999194462764868,3.5370832824059844,-0.00577217371149108,0.0005907183337016814,0.02984240968611296
GTM,2014,0.3721866713150481,0.04058266296135036,3.5669256920920973,-0.005450875277901057,0.0006229148476036422,0.023415069308111214
GTM,2015,0.36673579603714707,0.041205577808954,3.5903407614002085,-0.0051813075768172845,0.0006209793924743037,0.01819998552528146
GTM,2016,0.3615544884603298,0.041826557201428305,3.60854074692549,-0.005301221566622827,0.0006605980910490833,0.027444971449551048
GTM,2017,0.35625326689370695,0.04248715529247739,3.635985718375041,-0.005098321094824387,0.0008064234939388973,0.002797612903614244
GTM,2018,0.35115494579888257,0.043293578786416285,3.6387833312786553,-0.004971157652312597,0.0008923984192869619,0.0155855240687095
GTM,2019,0.34618378814656997,0.04418597720570325,3.6543688553473648,-0.005317389146905327,0.000995700422471421,-0.003321852634789124
GTM,2020,0.34086639899966464,0.04518167762817467,3.6510470027125757,-0.005597844616537173,0.0005351031391006844,0.040266368788931306
GTM,2021,0.33526855438312747,0.04571678076727535,3.691313371501507,-0.0051775631719377935,0.0001020088610917888,0.03774617613081199
GTM,2022,0.3300909912111897,0.04581878962836714,3.729059547632319,-0.005856594259106007,0.0009529746753384472,0.031235400591571594
GTM,2023,0.32423439695208367,0.04677176430370559,3.7602949482238905,,,0.028582002035789866
GTM,2024,,,3.7888769502596804,,,
GUF,1950,0.3125860289057123,0.08078114246386783,,0.009279414519364149,-0.002544649089759765,
GUF,1951,0.32186544342507645,0.07823649337410807,,0.009287596407208776,-0.0023874367703344834,
GUF,1952,0.3311530398322852,0.07584905660377358,,0.009161529704138693,-0.002049387729601379,
GUF,1953,0.3403145695364239,0.0737996688741722,,0.00981600007349931,-0.0023128074411707528,
GUF,1954,0.3501305696099232,0.07148686143300145,,0.010065084307164407,-0.002406595215376575,
