행정구역,성별,연령별,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년
전라북도,여자,9세,12485,13464.5,13499,13501,13564.5,13040.5,12650,12252.5,11734.5,11540,11114,9745.5,8953.5,8715.5,8121.5,7796,8256,8363,7883.5,7920,8159,8108
전라북도,여자,10세,12107.5,12667,13386.5,13417.5,13406,13218,12965,12619.5,12218,11715,11556,11167,9785,8960.5,8739.5,8137,7800,8259.5,8337,7860,7927.5,8161
전라북도,여자,11세,12333.5,12194.5,12508,13248,13247.5,13063.5,13126,12907.5,12577,12201.5,11727.5,11578.5,11194.5,9814,8976.5,8722,8128,7807.5,8252,8302.5,7828,7919.5
전라북도,여자,12세,12531,12252.5,11947,12274.5,13006,12943.5,12960.5,13081.5,12859.5,12531.5,12180,11703.5,11563,11179,9821.5,8986,8709.5,8117.5,7791.5,8232.5,8296,7838.5
전라북도,여자,13세,12896.5,12605.5,12231.5,11945.5,12292.5,12834,12856,12920,13031,12819.5,12515.5,12167,11725,11599.5,11183.5,9829.5,9014,8719,8101,7764,8211,8284
전라북도,여자,14세,13525.5,12907.5,12456,12112.5,11811.5,12039.5,12758.5,12823,12876,12983.5,12803,12515.5,12160,11709.5,11588,11176,9831.5,9003.5,8703.5,8090.5,7750,8209.5
전라북도,여자,15세,14203,13412.5,12696,12289.5,11930.5,11582,11943.5,12685.5,12758,12818,12936.5,12772,12484.5,12132,11696,11572.5,11150,9797.5,8979,8673.5,8062.5,7738.5
전라북도,여자,16세,15583,14237,13355.5,12648,12273,11821.5,11544.5,11926.5,12684.5,12762,12804,12919,12765.5,12500.5,12149.5,11702,11593,11167.5,9794,8951,8656.5,8062
전라북도,여자,17세,17631.5,15555,14112,13211,12513,12069.5,11736,11507,11862.5,12589,12708,12780.5,12894,12755,12494,12134.5,11688.5,11552,11101.5,9747,8936.5,8652
전라북도,여자,18세,18685,17490,15315,13799,12864.5,12140,11868.5,11592,11325,11655.5,12413,12583.5,12690,12814.5,12696.5,12435.5,12083,11649,11511,11045.5,9688.5,8894.5
전라북도,여자,19세,18618.5,18339.5,16994,14747.5,13330,12360,11747,11505.5,11275.5,11041.5,11388.5,12232.5,12382,12422,12587.5,12466.5,12179,11846,11374,11154.5,10713.5,9384
전라북도,여자,20세,18432.5,18230.5,17664,16283.5,14188.5,12751.5,11974,11455.5,11244,11028,10871.5,11341,12123,12195.5,12276.5,12401,12257,12016.5,11651.5,11068,10835.5,10408
전라북도,여자,21세,17334.5,17864,17411,16778.5,15484,13423,12180.5,11525.5,11090,10908,10752,10703.5,11165.5,11853.5,11917.5,12035,12196.5,12054,11760,11273.5,10686.5,10492.5
전라북도,여자,22세,17021,16568,16786,16182.5,15639,14410,12608.5,11568,11097.5,10697.5,10530,10448,10381,10787,11491,11569.5,11654,11803,11624.5,11251.5,10737.5,10203.5
전라북도,여자,23세,16583.5,15999,15296.5,15410,14976,14424,13406.5,11815,10913,10563.5,10229,10107,10004.5,9874.5,10294.5,10997,11024.5,11038,11032.5,10707.5,10315,9862
전라북도,여자,24세,15557,15652,14890.5,14085.5,14342,13920,13417.5,12599,11273.5,10486.5,10164.5,9863.5,9709.5,9558,9469.5,9902,10517.5,10465,10344.5,10200,9891.5,9599.5
전라북도,여자,25세,16105,14734,14604,13801.5,13142,13419,13153.5,12768.5,12093.5,10880,10146,9817.5,9474,9300.5,9169.5,9100.5,9484.5,10031.5,9954.5,9757.5,9575.5,9311.5
전라북도,여자,26세,16600,15415,13874,13719.5,13023,12321,12735.5,12644.5,12383,11753.5,10572.5,9907.5,9592,9187.5,8971,8824.5,8731,9081.5,9566.5,9457.5,9297,9206
전라북도,여자,27세,15834.5,16065,14723.5,13104,12956,12268,11793.5,12298,12288.5,12117,11518.5,10392.5,9705,9322,8925,8699.5,8581,8489.5,8766.5,9206,9107,9008.5
전라북도,여자,28세,15758,15543.5,15493.5,14076,12625,12326,11798.5,11515,12042,12048.5,11943,11317.5,10173.5,9454,9083.5,8715.5,8489.5,8341.5,8215.5,8486,8936,8900
전라북도,여자,29세,15802,15531,15099,14988,13649,12141.5,11992,11490,11323.5,11941,11946.5,11846.5,11207.5,10022.5,9321,8936,8542.5,8346.5,8142.5,7961,8260,8754
전라북도,여자,30세,15277.5,15719,15219,14750,14676.5,13264.5,11937,11837,11401.5,11280.5,11901.5,11886,11752,11078.5,9923.5,9269,8879.5,8418,8156,7958.5,7837,8167
전라북도,여자,31세,15524,15290.5,15442,14934.5,14519,14284,13062,11817,11764,11313.5,11209,11899,11875.5,11683.5,11020,9909,9221,8780,8302,8012,7804.5,7725
전라북도,여자,32세,15395.5,15589,15042.5,15195.5,14745,14140.5,14074.5,12957,11770,11724,11348,11271,11925,11876.5,11652,10988,9888,9185,8673,8157,7887.5,7751.5
전라북도,여자,33세,14436.5,15479.5,15420.5,14848.5,14990,14429,14042,14043,12936.5,11749,11747,11388,11309.5,11914.5,11836.5,11627.5,10999,9868,9094,8570.5,8064,7809
전라북도,여자,34세,14390,14465,15264.5,15233,14697,14655.5,14297,13988,14007,12924.5,11816,11835.5,11444.5,11341,11946,11856,11655,11000,9809.5,9044,8542.5,8036
전라북도,여자,35세,14419.5,14448,14296,15108,15116.5,14416,14547,14269,13970,14015.5,12959,11801,11837.5,11494,11415.5,11986.5,11882,11663,10949,9761,9022,8527
전라북도,여자,36세,13720,14478.5,14301,14119,14921.5,14786,14270.5,14494.5,14250.5,14006.5,14080.5,13000,11871.5,11876,11528,11443.5,12006,11873.5,11612,10896,9698,8990
전라북도,여자,37세,14240.5,13761,14289,14133,13980.5,14640.5,14695,14248,14496,14248.5,14027.5,14160,13058.5,11893,11939.5,11589.5,11467.5,12020.5,11859,11574.5,10883.5,9712
전라북도,여자,38세,15617.5,14266.5,13652.5,14157.5,13979,13715.5,14531.5,14638,14239.5,14509.5,14313.5,14109,14211,13109,11947,12011,11640.5,11473.5,11996.5,11819.5,11578.5,10926.5
전라북도,여자,39세,16985.5,15615.5,14139.5,13503.5,13963,13699,13632.5,14499.5,14609,14245,14540.5,14365.5,14170,14274.5,13188.5,12018.5,12075.5,11655.5,11423,11932,11793.5,11592.5
전라북도,여자,40세,16690,16982.5,15475.5,13988.5,13359.5,13751.5,13640,13610.5,14494,14628,14294.5,14613.5,14419,14204,14309,13232.5,12058,12068.5,11642,11415.5,11934.5,11825
전라북도,여자,41세,14702.5,16729.5,16860.5,15335,13880,13171.5,13696.5,13629,13596,14471,14638.5,14312.5,14624.5,14449.5,14259.5,14373,13278.5,12076.5,12063,11612,11386,11945
전라북도,여자,42세,13914,14751.5,16613,16735.5,15257.5,13713,13125.5,13673,13619.5,13615.5,14537,14725.5,14373.5,14662,14495.5,14292.5,14386.5,13292,12068,12019.5,11598,11392
전라북도,여자,43세,13443,13962,14662,16501,16614,15070,13625,13044.5,13641.5,13603,13624,14562,14745.5,14425,14749.5,14540.5,14310.5,14412,13277.5,12029.5,12003.5,11597.5
전라북도,여자,44세,13500.5,13462,13865.5,14579,16377.5,16421.5,15011,13616,13040,13652,13655,13684,14628,14785.5,14438.5,14756.5,14559,14311.5,14367,13251,12045.5,12026.5
전라북도,여자,45세,13364,13524,13355,13728.5,14457,16180,16334.5,15004,13617.5,13045.5,13667,13672.5,13687.5,14628.5,14813,14466,14779,14565,14283.5,14322.5,13225,12047
전라북도,여자,46세,11303,13378,13466,13275,13635,14297,16098,16283.5,14985.5,13629,13067,13689.5,13702.5,13721,14665,14834,14494.5,14801,14532.5,14245,14336,13236
전라북도,여자,47세,10760,11367,13289.5,13347,13192.5,13503,14246,16060,16277,14978.5,13631.5,13112,13732.5,13738.5,13758,14697,14849.5,14510.5,14788,14499,14237,14334.5
전라북도,여자,48세,10668,10771,11264,13211,13275.5,13053,13454,14228,16074.5,16284.5,14978.5,13685,13172.5,13784.5,13775,13759,14712,14854,14475,14761.5,14505,14268.5
전라북도,여자,49세,10715,10671.5,10737.5,11212.5,13116,13136,13016,13435.5,14179,16059.5,16312.5,15003,13697,13191,13829,13813.5,13766,14690,14830.5,14462.5,14764,14516
전라북도,여자,50세,11222,10716,10604.5,10669,11133,12982.5,13076.5,12973.5,13417.5,14196.5,16101,16352.5,15039,13736.5,13241.5,13873.5,13866.5,13816,14687,14824.5,14486,14769
전라북도,여자,51세,10644.5,11229,10646.5,10525.5,10595.5,11025.5,12916,13021,12922,13386.5,14189.5,16130.5,16398,15056,13758,13267,13879.5,13864.5,13819,14683,14832,14488.5
전라북도,여자,52세,11071,10632.5,11168,10573,10455,10495,10970.5,12908,13018,12909.5,13382.5,14207,16170.5,16424,15110,13816,13298,13884.5,13849,13811,14696.5,14860.5
전라북도,여자,53세,10673,11092,10565.5,11073.5,10525,10379.5,10420,10908.5,12864,12991.5,12922,13434,14268,16233,16483,15171.5,13860.5,13318.5,13904,13855,13849.5,14753
전라북도,여자,54세,8841.5,10630,11005,10482,10976,10422.5,10333.5,10386.5,10893,12849,12990.5,12942,13436,14272,16274,16548.5,15230.5,13892.5,13320,13882,13853.5,13882
전라북도,여자,55세,8633,8820.5,10544.5,10919.5,10391,10881,10367,10265,10333.5,10871.5,12852.5,13017.5,12967.5,13463.5,14314,16324.5,16587.5,15244.5,13880.5,13283.5,13862.5,13879
전라북도,여자,56세,9268,8600.5,8754.5,10472,10843,10306.5,10813.5,10287.5,10211,10301.5,10852,12857.5,13047,13008,13495,14335,16353,16608,15257,13882.5,13286,13889
전라북도,여자,57세,12243.5,9236,8545.5,8677.5,10374.5,10748.5,10253,10766.5,10229.5,10140.5,10280,10874.5,12880,13086.5,13077,13560,14388.5,16367.5,16600,15258.5,13892,13298
전라북도,여자,58세,13180,12179.5,9181,8485.5,8618.5,10279,10652.5,10192,10730.5,10209.5,10156,10302.5,10901.5,12909.5,13108.5,13112.5,13585.5,14412.5,16376.5,16591,15262.5,13930.5
전라북도,여자,59세,10704,13125,12100.5,9104.5,8419.5,8533,10198,10580.5,10138,10680,10184.5,10186,10338.5,10934.5,12949.5,13131.5,13140,13621.5,14415.5,16373.5,16611,15278
전라북도,여자,60세,10679.5,10644,13019.5,11993,9013,8311.5,8443.5,10099,10503.5,10102.5,10674.5,10196.5,10205,10349.5,10952,12996,13174,13169.5,13616.5,14370,16357,16636.5
전라북도,여자,61세,11044.5,10594.5,10543.5,12885,11852.5,8884.5,8229.5,8385,10041,10470,10089.5,10671.5,10199,10231,10381.5,10966.5,13012.5,13187,13152,13588,14373,16379
전라북도,여자,62세,10581.5,10942.5,10459.5,10410.5,12733.5,11695.5,8772.5,8125,8311,9986,10454,10115.5,10678,10195.5,10211.5,10383.5,11001.5,13018.5,13161.5,13128.5,13597.5,14387.5
전라북도,여자,63세,10479.5,10504.5,10838.5,10349.5,10301.5,12585.5,11584.5,8693.5,8073.5,8281.5,9971,10484,10129,10685,10217,10220,10391.5,11009.5,13021.5,13152,13115.5,13605.5
전라북도,여자,64세,10776,10384.5,10375,10670,10210.5,10187.5,12462,11482,8663.5,8071,8286,9964.5,10484.5,10143,10707,10232.5,10223,10406,11005,12976.5,13133.5,13126.5
전라북도,여자,65세,10585.5,10676.5,10267,10240.5,10559.5,10088.5,10077,12344,11400.5,8642.5,8065.5,8272,9952.5,10487.5,10140,10683,10212,10200,10369.5,10984.5,12977,13137
전라북도,여자,66세,9808,10455,10530.5,10139.5,10135.5,10439.5,9969.5,9955.5,12248,11347.5,8610,8021,8257.5,9963,10476,10119.5,10664,10207,10206,10367,10968,12950
전라북도,여자,67세,9269.5,9681.5,10267.5,10317.5,9979,10001,10310,9844.5,9830,12136.5,11287.5,8577,8017.5,8263.5,9961.5,10463,10104,10660,10190.5,10171.5,10324,10942.5
전라북도,여자,68세,8506,9124.5,9500.5,10091.5,10167.5,9806.5,9846,10181.5,9749.5,9795.5,12105,11236.5,8541.5,7984,8244.5,9966.5,10446.5,10079,10627,10159.5,10172.5,10331.5
전라북도,여자,69세,7884,8345.5,8965.5,9348.5,9905.5,9943.5,9610,9680.5,10048.5,9659.5,9728,12019,11182,8519,7968.5,8220.5,9924.5,10408.5,10034,10583,10132,10159.5
전라북도,여자,70세,7506.5,7749,8183,8776,9149,9688,9754,9469.5,9580,9957.5,9591,9672,11953,11120,8468.5,7918.5,8167.5,9881,10371,9983,10557,10118
전라북도,여자,71세,7246,7342.5,7576.5,7979,8558,8963,9520,9584.5,9333.5,9452,9859.5,9529.5,9611,11888.5,11063.5,8424.5,7872,8123,9824,10303.5,9942.5,10519
전라북도,여자,72세,7286.5,7079.5,7169.5,7354.5,7742,8333.5,8738,9284.5,9395,9203,9348.5,9766.5,9448,9538,11794,10972,8369,7827.5,8079,9762.5,10245.5,9896
전라북도,여자,73세,6346.5,7056.5,6855.5,6950.5,7165.5,7545.5,8128.5,8566.5,9119,9220.5,9075,9232,9659,9354,9438,11705,10890,8287,7760,8014.5,9690,10173
전라북도,여자,74세,5010,6153,6829.5,6619.5,6731,6941,7318.5,7937,8392,8945,9077.5,8949,9131.5,9555.5,9250.5,9325.5,11556,10755,8191,7686.5,7946,9601.5
전라북도,여자,75세,4376,4803.5,5895.5,6581,6397,6523,6762,7122.5,7742.5,8209,8768.5,8933,8820,8993,9420,9121.5,9191.5,11399.5,10596,8080,7606.5,7873.5
전라북도,여자,76세,4983,4209,4608.5,5657.5,6336,6181,6298.5,6544,6938,7527,8001.5,8605,8798.5,8695,8871.5,9282.5,8977,9046.5,11222.5,10441.5,7963,7514.5
전라북도,여자,77세,5412.5,4735,4012.5,4392,5421,6085,5948.5,6095,6346,6747.5,7355.5,7815.5,8418,8625.5,8512.5,8700,9116,8800,8885.5,11045,10276.5,7844.5
전라북도,여자,78세,4438.5,5135.5,4482,3791.5,4177,5163,5801,5698,5854.5,6129.5,6551,7140,7617.5,8226.5,8432.5,8320,8490,8901.5,8611,8710.5,10840,10094
전라북도,여자,79세,3687,4184.5,4826.5,4228,3570,3931.5,4902.5,5525,5457.5,5631.5,5916.5,6352,6915,7365,7991,8204,8094,8281,8675.5,8402,8516.5,10615
전라북도,여자,80세,3386.5,3461.5,3897,4516.5,3974,3353.5,3720,4678,5273,5199.5,5402,5686.5,6104,6656.5,7121,7739,7956.5,7857,8023.5,8426,8182.5,8309
전라북도,여자,81세,2977,3154,3233.5,3655.5,4244.5,3715.5,3137,3490.5,4404,4999,4959,5167,5469.5,5870.5,6399.5,6863,7449,7650.5,7571.5,7755.5,8153.5,7941
전라북도,여자,82세,2699,2752,2926,2981.5,3377.5,3935.5,3443,2920.5,3287,4139,4702.5,4681.5,4887,5202,5588.5,6096,6560.5,7138,7338,7273,7484,7858.5
전라북도,여자,83세,2449.5,2449.5,2511,2662,2710,3082,3616.5,3182,2708.5,3054.5,3864,4426,4441.5,4641.5,4945,5307.5,5788,6252.5,6779.5,6986.5,6982,7177.5
전라북도,여자,84세,2114,2195.5,2211,2284.5,2412,2452,2798,3291.5,2912.5,2487.5,2830.5,3617,4133.5,4145.5,4358.5,4668,5019,5464,5889.5,6386,6607.5,6650
전라북도,여자,85세,1773.5,1872.5,1949.5,1988,2062.5,2159.5,2206,2537.5,3012.5,2675,2288.5,2615.5,3350.5,3866,3895.5,4092,4394,4719,5122.5,5538,6013,6244
전라북도,여자,86세,1516,1551,1658,1719.5,1743.5,1815.5,1921.5,1984,2306.5,2727,2425,2072,2371.5,3067,3565,3605.5,3781.5,4075,4380.5,4761,5166.5,5608.5
전라북도,여자,87세,1331.5,1301,1338,1445,1509.5,1538.5,1610,1716.5,1782,2050,2439.5,2205.5,1877,2126.5,2780.5,3259.5,3316.5,3487,3733.5,4018,4406,4799.5
전라북도,여자,88세,1100.5,1137.5,1122.5,1144.5,1245,1307,1342,1410,1517,1587,1826.5,2170.5,1957,1682.5,1915,2508,2947,2991,3140.5,3395,3673.5,4012
전라북도,여자,89세,827.5,928.5,974.5,944,977.5,1069.5,1111.5,1153,1227,1326,1388.5,1610.5,1918.5,1721,1503.5,1723,2237.5,2626,2668,2802.5,3053.5,3316.5
전라북도,여자,90세,703,693,778,816,784,810.5,900.5,943.5,988.5,1063,1146,1193.5,1390.5,1666.5,1505.5,1330,1511.5,1943,2303,2364.5,2468.5,2706
전라북도,여자,91세,583.5,573.5,572,638.5,672,648.5,680,755.5,793.5,830.5,893,986.5,1028,1192.5,1440.5,1300.5,1137.5,1300,1673,1990.5,2073,2171.5
전라북도,여자,92세,460,477.5,457,456.5,518,545,524,558.5,637.5,654,679,744.5,814,861.5,1032.5,1235.5,1104,968,1098.5,1423.5,1707,1785.5
전라북도,여자,93세,339.5,359.5,370,364,365.5,410.5,433,413,437,512,542,554,609,686.5,718,865,1045.5,915.5,789,897,1181.5,1431
전라북도,여자,94세,232,257,274,282.5,283.5,284.5,322,340,336,366.5,413.5,439,459,498.5,560,572.5,689.5,843.5,732,639,740.5,994
전라북도,여자,95세,169,179.5,192.5,208,220.5,226,228,253.5,268,263,278,320,348.5,368,407,455.5,459,548.5,670,580.5,511.5,604
전라북도,여자,96세,118,126,135,151.5,168.5,171.5,169.5,180.5,198,202,204,217,244.5,259,276.5,312.5,354.5,358,422.5,519.5,458.5,407
전라북도,여자,97세,87.5,91,90,93.5,113.5,128.5,130,130,133.5,145.5,149.5,150.5,169.5,197,206.5,215,247.5,278,267.5,318,398.5,355.5
전라북도,여자,98세,66,60.5,62.5,59.5,62,80.5,92,97,96.5,99.5,110.5,112,112.5,127.5,143.5,148,162.5,188.5,208.5,202.5,251,307.5
전라북도,여자,99세,50.5,51,49.5,44,38.5,42,60.5,71,73,72,73.5,84,88.5,86.5,97,106.5,108,119,132,145.5,146,190.5
전라남도,남자,0세,12897,12018.5,10273.5,9225,8764.5,8067.5,7627.5,8182,8402,7894,7977.5,8160,8213.5,7961.5,7441,7428,7246.5,6565.5,5880,5473,5121.5,4500
전라남도,남자,1세,13805,13516,12510,10655.5,9572,9088,8378.5,7896,8435,8634.5,8141,8259,8444,8440,8118.5,7623.5,7642,7405,6674.5,5979.5,5551.5,5138
전라남도,남자,2세,14410,13742,13350.5,12429,10635,9503,9058.5,8358.5,7923,8419,8547.5,8071.5,8200.5,8373.5,8370.5,8111.5,7600.5,7541,7244,6527,5874,5425
전라남도,남자,3세,14947,14303,13529,13177,12310.5,10584.5,9474,8980.5,8322.5,7902,8362,8501.5,8041,8158.5,8364,8380.5,8109,7560.5,7449.5,7137.5,6431,5786
전라남도,남자,4세,15449.5,14791,14074.5,13380,13091,12215,10518,9450,8979,8294.5,7875.5,8329.5,8461.5,7999.5,8128.5,8378.5,8427,8099,7481.5,7324.5,7026.5,6394.5
전라남도,남자,5세,15633,15254.5,14554,13850.5,13227,13020.5,12126,10446.5,9418.5,8909,8229.5,7872.5,8337,8453,8001.5,8174.5,8456,8446,8078,7432.5,7288.5,7031
전라남도,남자,6세,15320,15383.5,14915.5,14209,13550,12927.5,12745,11909.5,10298,9283.5,8788.5,8140,7796.5,8241.5,8375,7956,8141.5,8386,8307.5,7913,7320,7237.5
전라남도,남자,7세,15371,15207,15212.5,14766.5,14103,13466,12859.5,12674.5,11857,10286,9287.5,8797.5,8148,7791.5,8298,8467.5,8041,8194,8406.5,8327,7952.5,7386.5
전라남도,남자,8세,15152.5,15218.5,14992,14960,14530,13897.5,13315,12741.5,12620,11825,10227.5,9250.5,8800,8152.5,7818,8351.5,8530,8069,8196.5,8394,8314,7977.5
전라남도,남자,9세,14155.5,14934,14924,14705,14740.5,14358,13739,13163.5,12652,12542.5,11759,10179.5,9200.5,8762.5,8153.5,7843,8395.5,8559.5,8073,8167,8371.5,8334.5
전라남도,남자,10세,13328.5,13921.5,14606,14603,14419,14499,14193,13611,13077.5,12593.5,12501.5,11728,10157.5,9182.5,8786,8207.5,7888.5,8399.5,8538,8060.5,8170,8417
전라남도,남자,11세,13183.5,13085,13587.5,14234.5,14243,14140,14272.5,14000,13484,12959,12484.5,12436.5,11680.5,10110.5,9175.5,8813,8245.5,7909,8410,8526.5,8040.5,8187
전라남도,남자,12세,13097,12793.5,12624.5,13109,13814.5,13925,13873.5,14021.5,13772,13262,12762,12332.5,12330,11636.5,10082.5,9143.5,8788.5,8213,7887,8379,8496,8040
전라남도,남자,13세,13702.5,13004,12637.5,12464.5,12949,13701,13849.5,13799.5,13974.5,13721.5,13205,12743.5,12348,12327,11635.5,10127.5,9212.5,8863,8261.5,7878.5,8373,8507
전라남도,남자,14세,14498,13511,12792,12422,12262.5,12825.5,13615.5,13766,13740,13937,13710,13206,12727,12321.5,12339.5,11679.5,10158.5,9214,8838.5,8237.5,7857,8364.5
전라남도,남자,15세,15237.5,14297,13283.5,12538.5,12207,12120.5,12728.5,13531,13687.5,13664,13857.5,13659.5,13195.5,12706.5,12315,12336.5,11633,10096.5,9182.5,8836.5,8203,7829
전라남도,남자,16세,17128,15282.5,14269,13272.5,12541,12216,12170,12770.5,13563.5,13725,13726,13949.5,13741.5,13268.5,12808,12399,12399,11686.5,10153,9251.5,8860,8227
전라남도,남자,17세,19689.5,17012,15152,14145.5,13187.5,12498.5,12177,12115,12737,13526,13686.5,13672,13901.5,13727.5,13242.5,12795.5,12411.5,12404,11679.5,10137,9227.5,8851
전라남도,남자,18세,20800.5,19476.5,16800,14990.5,13975,13036.5,12434,12133,12064.5,12681,13484,13681,13670,13899,13724,13252,12803,12395.5,12372,11639.5,10114.5,9208
전라남도,남자,19세,20861.5,20236.5,18880.5,16267.5,14472,13573,12744,12161.5,11869,11820.5,12533.5,13349,13494,13596.5,13888,13659,13151,12659.5,12257,12244.5,11477,9907
전라남도,남자,20세,21603.5,20605,19953.5,18595.5,16051,14335,13524,12683.5,12113,11872.5,11856.5,12548,13349.5,13500.5,13559.5,13849,13593.5,13069,12636,12245.5,12200.5,11412.5
전라남도,남자,21세,21211,21306.5,20306.5,19656,18318.5,15837,14199.5,13352,12563,12028,11748,11743,12427.5,13223,13388,13470,13750.5,13541,13051,12562,12104,11992.5
전라남도,남자,22세,20750.5,20103,20141,19260,18724,17426.5,15043.5,13503.5,12741,12075,11599,11321.5,11313,11940.5,12736.5,12956.5,13007.5,13241.5,13109,12612,12033.5,11505
전라남도,남자,23세,19784.5,18631,18119,18207,17572,17205,16009.5,13887.5,12607,12051,11435,10990.5,10809.5,10774.5,11429,12237.5,12381,12376.5,12683,12622,12013,11369.5
전라남도,남자,24세,18293.5,17882,16734.5,16246,16480,16076.5,15817,14786,12939.5,11894.5,11403,10818.5,10441.5,10277.5,10339.5,10954.5,11660,11798.5,11901,12233.5,11996.5,11304.5
전라남도,남자,25세,18421,16735,16122,15069.5,14896.5,15266.5,14896.5,14771.5,13973.5,12321.5,11352,10828.5,10249,9871,9769,9893.5,10412,10996.5,11204.5,11345,11549.5,11260.5
전라남도,남자,26세,18469.5,16725,14966,14417.5,13713.5,13814,14254,13977,13995.5,13331,11794.5,10822,10330,9771,9451.5,9421.5,9465,9921,10497.5,10862,10998.5,11042
전라남도,남자,27세,17756,16954.5,15202.5,13600.5,13324.5,12831,12887,13358.5,13229.5,13398,12819,11270.5,10372.5,9888.5,9410.5,9147,9078,9107,9580.5,10207.5,10437.5,10426
전라남도,남자,28세,17830,16689.5,15703,14030.5,12831.5,12766,12280.5,12412,12968.5,12887.5,12988,12357.5,10905.5,10026.5,9625,9195,8952.5,8879.5,8867,9349.5,9895.5,10059.5
전라남도,남자,29세,17647.5,17026.5,15837,14877.5,13430,12476.5,12435.5,11993.5,12199,12790,12692.5,12745.5,12160.5,10732.5,9861.5,9488.5,9061,8771.5,8679,8709,9147.5,9563
전라남도,남자,30세,17018.5,17110,16411,15213.5,14417,13153.5,12274,12284.5,11889,12068,12617,12500.5,12592,11997.5,10567.5,9761,9352.5,8898.5,8584,8469.5,8511,8946
전라남도,남자,31세,17318.5,16597,16646,15958.5,14905,14325.5,13091,12153.5,12208,11913.5,12034,12455.5,12378.5,12526.5,11922,10542.5,9721,9244.5,8740.5,8430.5,8359.5,8379.5
전라남도,남자,32세,17315.5,17038.5,16235,16250,15682.5,14777,14232.5,13085.5,12210.5,12246,11947,12011.5,12434,12361,12496,11967.5,10575.5,9663.5,9134.5,8605,8298,8195.5
전라남도,남자,33세,16990.5,17086.5,16777.5,15943,16020.5,15585,14740,14194,13061.5,12226.5,12233.5,11884.5,11955.5,12375.5,12343,12469,11939.5,10549,9581,9002,8455,8181.5
전라남도,남자,34세,17067.5,16815.5,16821.5,16454.5,15730.5,15958,15570,14756,14266,13097,12221.5,12227,11877.5,11975,12440.5,12450.5,12570,11982.5,10531.5,9546.5,8986,8400
전라남도,남자,35세,16290.5,16921,16657,16568,16278,15689,15918.5,15561.5,14831.5,14364,13145.5,12223,12236.5,11870,11991,12514,12553.5,12660.5,11992,10472.5,9500.5,8983.5
전라남도,남자,36세,16238.5,16214.5,16660.5,16338,16349,16176.5,15664,15929,15612.5,14898,14391,13171.5,12284,12269,11904.5,12117.5,12668,12634.5,12645.5,11905,10418,9470
전라남도,남자,37세,16730,16103.5,15996,16394.5,16176,16263,16114.5,15666,16016,15713,14924,14402,13231.5,12369.5,12355,11996,12201.5,12715,12611,12631,11897,10379
전라남도,남자,38세,16940.5,16547.5,15823.5,15708,16254.5,16102,16172,16069,15719,16071.5,15722,14954.5,14474.5,13271,12419,12445.5,12062,12233,12736.5,12616.5,12600,11850
전라남도,남자,39세,17890,16758,16341.5,15644.5,15576.5,16164,16028.5,16173,16117,15744.5,16091.5,15786.5,14998.5,14492,13339,12522,12551.5,12127,12265,12740,12621.5,12600
전라남도,남자,40세,17861.5,17779,16540.5,16044,15496.5,15547.5,16157,16022.5,16182.5,16149,15756.5,16076,15776.5,15049,14577,13463,12640,12612,12143,12218.5,12711.5,12645
전라남도,남자,41세,16355,17730.5,17559,16304.5,15858,15372.5,15488.5,16132,16045,16228,16160,15776,16161,15881.5,15164.5,14711.5,13600,12750.5,12676.5,12167.5,12246.5,12724
전라남도,남자,42세,15573.5,16177.5,17479,17285,16123.5,15805,15347.5,15443.5,16125.5,16060,16230,16202.5,15827,16183,15903,15212.5,14770,13632.5,12754.5,12657.5,12188.5,12270
전라남도,남자,43세,14544,15460,15980,17264.5,17185,16127,15806,15344.5,15478,16182.5,16085,16262,16277,15900.5,16286,16029.5,15318,14839,13690.5,12777.5,12637,12174.5
전라남도,남자,44세,14018,14391.5,15247,15771.5,17080,17121.5,16125.5,15796.5,15363,15514,16236,16160,16328.5,16332.5,15968,16368.5,16123,15364,14863,13713,12784,12641.5
전라남도,남자,45세,13530,13934,14244,15056,15645.5,16989.5,17043.5,16105,15827,15441.5,15572.5,16245,16184,16413.5,16425.5,16069.5,16481.5,16205,15403,14895,13747.5,12809
전라남도,남자,46세,11483.5,13435.5,13813.5,14127.5,14989,15633,17041,17116,16151,15852,15497,15650,16318,16241.5,16509.5,16557.5,16172.5,16552,16202.5,15383.5,14909.5,13780
전라남도,남자,47세,11482.5,11430,13337,13664,14016,14991.5,15645.5,17007,17127,16206,15899,15523.5,15738.5,16412.5,16340,16627,16640,16243.5,16611.5,16236.5,15423,14946.5
전라남도,남자,48세,12013,11412.5,11295.5,13186.5,13566.5,13970,14972.5,15611,17017.5,17178.5,16250,15956.5,15582,15796.5,16505,16441,16713.5,16725,16275.5,16622,16263.5,15457.5
전라남도,남자,49세,11565,11936.5,11326,11217,13127,13556.5,13980.5,14980.5,15652.5,17068.5,17207,16276,16001,15636,15855.5,16563,16499,16767.5,16786,16333.5,16671.5,16307
전라남도,남자,50세,11887,11492,11840.5,11191,11136,13130,13563.5,13964,15000.5,15681,17107.5,17311.5,16366,16082.5,15758,15947.5,16617.5,16526.5,16812.5,16855,16367.5,16728.5
